sequence,length,cross_avg_weighted_score,cross_avg_reduction,cross_std_weighted_score,cross_std_reduction,successful_datasets
"['--loop-fusion', '--irce', '--jump-threading', '--elim-avail-extern', '--gvn-hoist', '--inline', '--elim-avail-extern', '--loop-guard-widening', '--newgvn', '--newgvn', '--lower-constant-intrinsics', '--loop-instsimplify', '--speculative-execution', '--early-cse', '--gvn-hoist', '--mem2reg', '--jump-threading', '--elim-avail-extern', '--instcombine', '--reassociate', '--elim-avail-extern', '--elim-avail-extern', '--gvn-hoist', '--simplifycfg', '--flattencfg', '--lowerinvoke', '--lowerinvoke', '--lowerinvoke', '--early-cse-memssa', '--load-store-vectorizer', '--gvn-hoist', '--mem2reg', '--jump-threading', '--functionattrs', '--globalopt', '--instcombine', '--speculative-execution', '--simplifycfg', '--mem2reg', '--sroa', '--sccp', '--globaldce', '--gvn-hoist', '--strip', '--nary-reassociate', '--jump-threading', '--lower-expect', '--partially-inline-libcalls', '--tailcallelim', '--early-cse-memssa', '--instsimplify', '--instcombine', '--simplifycfg', '--early-cse-memssa', '--separate-const-offset-from-gep', '--instsimplify', '--ipsccp', '--simplifycfg', '--loop-instsimplify', '--newgvn', '--adce', '--simplifycfg', '--simplifycfg', '--mem2reg']",64,7.082080110685079,14.835668100867546,0.0,0.0,1
"['--loop-fusion', '--irce', '--jump-threading', '--elim-avail-extern', '--gvn-hoist', '--inline', '--elim-avail-extern', '--loop-guard-widening', '--elim-avail-extern', '--newgvn', '--lower-constant-intrinsics', '--loop-instsimplify', '--speculative-execution', '--early-cse', '--gvn-hoist', '--mem2reg', '--jump-threading', '--newgvn', '--instcombine', '--gvn-hoist', '--elim-avail-extern', '--elim-avail-extern', '--gvn-hoist', '--simplifycfg', '--flattencfg', '--lowerinvoke', '--lowerinvoke', '--lowerinvoke', '--early-cse-memssa', '--load-store-vectorizer', '--gvn-hoist', '--loop-fusion', '--mem2reg', '--mem2reg', '--jump-threading', '--functionattrs', '--globalopt', '--simplifycfg', '--instcombine', '--speculative-execution', '--simplifycfg', '--sroa', '--sccp', '--globaldce', '--gvn-hoist', '--simplifycfg', '--nary-reassociate', '--jump-threading', '--lower-expect', '--partially-inline-libcalls', '--tailcallelim', '--early-cse-memssa', '--instsimplify', '--early-cse-memssa', '--separate-const-offset-from-gep', '--instsimplify', '--ipsccp', '--ipsccp', '--gvn-hoist', '--loop-instsimplify', '--newgvn', '--simplifycfg', '--simplifycfg', '--mem2reg']",64,7.078864358860188,14.837343961503045,0.0,0.0,1
"['--loop-fusion', '--irce', '--loop-reroll', '--jump-threading', '--elim-avail-extern', '--gvn-hoist', '--inline', '--elim-avail-extern', '--loop-guard-widening', '--newgvn', '--newgvn', '--lower-constant-intrinsics', '--loop-instsimplify', '--speculative-execution', '--early-cse', '--gvn-hoist', '--mem2reg', '--jump-threading', '--elim-avail-extern', '--instcombine', '--reassociate', '--elim-avail-extern', '--ipsccp', '--gvn-hoist', '--simplifycfg', '--memcpyopt', '--lowerinvoke', '--lowerinvoke', '--lowerinvoke', '--early-cse-memssa', '--load-store-vectorizer', '--gvn-hoist', '--mem2reg', '--jump-threading', '--functionattrs', '--globalopt', '--instcombine', '--speculative-execution', '--simplifycfg', '--mem2reg', '--sroa', '--sccp', '--globaldce', '--gvn-hoist', '--strip', '--nary-reassociate', '--jump-threading', '--lower-expect', '--partially-inline-libcalls', '--tailcallelim', '--early-cse-memssa', '--instsimplify', '--instcombine', '--simplifycfg', '--early-cse-memssa', '--separate-const-offset-from-gep', '--instsimplify', '--ipsccp', '--simplifycfg', '--loop-instsimplify', '--newgvn', '--adce', '--simplifycfg', '--simplifycfg', '--mem2reg']",65,7.06877823773818,14.81838201616573,0.0,0.0,1
"['--loop-fusion', '--irce', '--jump-threading', '--elim-avail-extern', '--gvn-hoist', '--inline', '--elim-avail-extern', '--loop-guard-widening', '--newgvn', '--newgvn', '--lower-constant-intrinsics', '--loop-instsimplify', '--speculative-execution', '--early-cse', '--gvn-hoist', '--mem2reg', '--jump-threading', '--elim-avail-extern', '--instcombine', '--reassociate', '--elim-avail-extern', '--elim-avail-extern', '--gvn-hoist', '--simplifycfg', '--flattencfg', '--lowerinvoke', '--lowerinvoke', '--lowerinvoke', '--early-cse-memssa', '--load-store-vectorizer', '--gvn-hoist', '--mem2reg', '--elim-avail-extern', '--jump-threading', '--functionattrs', '--globalopt', '--simplifycfg', '--instcombine', '--speculative-execution', '--simplifycfg', '--sroa', '--sccp', '--globaldce', '--gvn-hoist', '--simplifycfg', '--nary-reassociate', '--jump-threading', '--lower-expect', '--partially-inline-libcalls', '--tailcallelim', '--early-cse-memssa', '--instsimplify', '--instcombine', '--simplifycfg', '--early-cse-memssa', '--separate-const-offset-from-gep', '--instsimplify', '--ipsccp', '--simplifycfg', '--loop-instsimplify', '--newgvn', '--simplifycfg', '--simplifycfg', '--mem2reg']",64,7.061111689268427,14.807725735034289,0.0,0.0,1
"['--loop-fusion', '--irce', '--jump-threading', '--elim-avail-extern', '--gvn-hoist', '--inline', '--elim-avail-extern', '--loop-guard-widening', '--newgvn', '--newgvn', '--lower-constant-intrinsics', '--loop-instsimplify', '--speculative-execution', '--early-cse', '--gvn-hoist', '--mem2reg', '--jump-threading', '--elim-avail-extern', '--aggressive-instcombine', '--instcombine', '--gvn-hoist', '--elim-avail-extern', '--elim-avail-extern', '--gvn-hoist', '--simplifycfg', '--flattencfg', '--lowerinvoke', '--lowerinvoke', '--early-cse-memssa', '--mem2reg', '--gvn-hoist', '--mem2reg', '--jump-threading', '--functionattrs', '--globalopt', '--instcombine', '--speculative-execution', '--simplifycfg', '--load-store-vectorizer', '--ipsccp', '--sccp', '--globaldce', '--gvn-hoist', '--strip', '--nary-reassociate', '--jump-threading', '--lower-expect', '--partially-inline-libcalls', '--tailcallelim', '--early-cse-memssa', '--instsimplify', '--instcombine', '--simplifycfg', '--early-cse-memssa', '--separate-const-offset-from-gep', '--instsimplify', '--sroa', '--simplifycfg', '--loop-instsimplify', '--newgvn', '--adce', '--simplifycfg', '--simplifycfg', '--mem2reg']",64,7.057841879051424,14.80904500636306,0.0,0.0,1
"['--loop-fusion', '--irce', '--jump-threading', '--elim-avail-extern', '--gvn-hoist', '--inline', '--elim-avail-extern', '--loop-guard-widening', '--newgvn', '--newgvn', '--lower-constant-intrinsics', '--loop-instsimplify', '--speculative-execution', '--early-cse', '--gvn-hoist', '--mem2reg', '--jump-threading', '--elim-avail-extern', '--instcombine', '--reassociate', '--elim-avail-extern', '--elim-avail-extern', '--gvn-hoist', '--simplifycfg', '--flattencfg', '--lowerinvoke', '--lowerinvoke', '--lowerinvoke', '--early-cse-memssa', '--load-store-vectorizer', '--gvn-hoist', '--sroa', '--jump-threading', '--globalopt', '--mldst-motion', '--instcombine', '--speculative-execution', '--simplifycfg', '--mem2reg', '--sroa', '--sccp', '--globaldce', '--gvn-hoist', '--simplifycfg', '--nary-reassociate', '--nary-reassociate', '--jump-threading', '--lower-expect', '--partially-inline-libcalls', '--tailcallelim', '--early-cse-memssa', '--instsimplify', '--instcombine', '--simplifycfg', '--early-cse-memssa', '--separate-const-offset-from-gep', '--instsimplify', '--ipsccp', '--ipsccp', '--gvn-hoist', '--loop-instsimplify', '--newgvn', '--loop-simplify', '--simplifycfg', '--simplifycfg', '--mem2reg']",66,7.05558361505586,14.803558979079996,0.0,0.0,1
"['--loop-fusion', '--irce', '--jump-threading', '--elim-avail-extern', '--gvn-hoist', '--inline', '--elim-avail-extern', '--loop-guard-widening', '--newgvn', '--newgvn', '--lower-constant-intrinsics', '--loop-instsimplify', '--speculative-execution', '--early-cse', '--gvn-hoist', '--mem2reg', '--jump-threading', '--elim-avail-extern', '--instcombine', '--reassociate', '--elim-avail-extern', '--elim-avail-extern', '--gvn-hoist', '--simplifycfg', '--flattencfg', '--lowerinvoke', '--lowerinvoke', '--early-cse-memssa', '--load-store-vectorizer', '--gvn-hoist', '--sroa', '--jump-threading', '--globalopt', '--mldst-motion', '--instcombine', '--speculative-execution', '--simplifycfg', '--mem2reg', '--sroa', '--sccp', '--globaldce', '--gvn-hoist', '--simplifycfg', '--nary-reassociate', '--nary-reassociate', '--jump-threading', '--lower-expect', '--partially-inline-libcalls', '--tailcallelim', '--early-cse-memssa', '--instsimplify', '--instcombine', '--simplifycfg', '--early-cse-memssa', '--separate-const-offset-from-gep', '--instsimplify', '--ipsccp', '--simplifycfg', '--loop-instsimplify', '--newgvn', '--simplifycfg', '--simplifycfg', '--mem2reg']",63,7.05558361505586,14.803558979079996,0.0,0.0,1
"['--loop-fusion', '--irce', '--jump-threading', '--elim-avail-extern', '--gvn-hoist', '--inline', '--elim-avail-extern', '--loop-guard-widening', '--newgvn', '--newgvn', '--lower-constant-intrinsics', '--loop-instsimplify', '--speculative-execution', '--early-cse', '--gvn-hoist', '--mem2reg', '--jump-threading', '--elim-avail-extern', '--instcombine', '--reassociate', '--elim-avail-extern', '--elim-avail-extern', '--gvn-hoist', '--simplifycfg', '--flattencfg', '--lowerinvoke', '--lowerinvoke', '--lowerinvoke', '--early-cse-memssa', '--load-store-vectorizer', '--gvn-hoist', '--sroa', '--jump-threading', '--globalopt', '--mldst-motion', '--instcombine', '--speculative-execution', '--simplifycfg', '--mem2reg', '--sroa', '--sccp', '--globaldce', '--gvn-hoist', '--simplifycfg', '--nary-reassociate', '--nary-reassociate', '--jump-threading', '--lower-expect', '--partially-inline-libcalls', '--tailcallelim', '--early-cse-memssa', '--instsimplify', '--instcombine', '--simplifycfg', '--early-cse-memssa', '--separate-const-offset-from-gep', '--instsimplify', '--ipsccp', '--ipsccp', '--gvn-hoist', '--loop-instsimplify', '--newgvn', '--simplifycfg', '--simplifycfg', '--mem2reg']",65,7.05558361505586,14.803558979079996,0.0,0.0,1
"['--loop-fusion', '--irce', '--jump-threading', '--elim-avail-extern', '--gvn-hoist', '--inline', '--elim-avail-extern', '--loop-guard-widening', '--newgvn', '--newgvn', '--lower-constant-intrinsics', '--loop-instsimplify', '--speculative-execution', '--early-cse', '--gvn-hoist', '--mem2reg', '--jump-threading', '--elim-avail-extern', '--instcombine', '--reassociate', '--elim-avail-extern', '--elim-avail-extern', '--gvn-hoist', '--simplifycfg', '--flattencfg', '--lowerinvoke', '--lowerinvoke', '--early-cse-memssa', '--load-store-vectorizer', '--gvn-hoist', '--sroa', '--jump-threading', '--globalopt', '--mldst-motion', '--instcombine', '--speculative-execution', '--simplifycfg', '--mem2reg', '--sroa', '--sccp', '--globaldce', '--gvn-hoist', '--simplifycfg', '--nary-reassociate', '--nary-reassociate', '--jump-threading', '--lower-expect', '--tailcallelim', '--early-cse-memssa', '--instsimplify', '--instcombine', '--simplifycfg', '--early-cse-memssa', '--separate-const-offset-from-gep', '--instsimplify', '--ipsccp', '--simplifycfg', '--loop-instsimplify', '--newgvn', '--simplifycfg', '--simplifycfg', '--mem2reg']",62,7.05558361505586,14.803558979079996,0.0,0.0,1
"['--loop-fusion', '--irce', '--jump-threading', '--elim-avail-extern', '--gvn-hoist', '--inline', '--elim-avail-extern', '--loop-guard-widening', '--newgvn', '--newgvn', '--lower-constant-intrinsics', '--loop-instsimplify', '--speculative-execution', '--early-cse', '--gvn-hoist', '--mem2reg', '--jump-threading', '--elim-avail-extern', '--instcombine', '--reassociate', '--elim-avail-extern', '--elim-avail-extern', '--gvn-hoist', '--simplifycfg', '--flattencfg', '--lowerinvoke', '--lowerinvoke', '--lowerinvoke', '--early-cse-memssa', '--load-store-vectorizer', '--gvn-hoist', '--sroa', '--jump-threading', '--globalopt', '--mldst-motion', '--instcombine', '--speculative-execution', '--simplifycfg', '--mem2reg', '--sroa', '--sccp', '--globaldce', '--gvn-hoist', '--simplifycfg', '--nary-reassociate', '--lower-expect', '--partially-inline-libcalls', '--partially-inline-libcalls', '--tailcallelim', '--early-cse-memssa', '--instsimplify', '--instcombine', '--simplifycfg', '--early-cse-memssa', '--separate-const-offset-from-gep', '--instsimplify', '--ipsccp', '--ipsccp', '--gvn-hoist', '--loop-instsimplify', '--newgvn', '--loop-simplify', '--simplifycfg', '--simplifycfg', '--mem2reg']",65,7.05558361505586,14.803558979079996,0.0,0.0,1
