sequence,length,cross_avg_weighted_score,cross_avg_reduction,cross_std_weighted_score,cross_std_reduction,successful_datasets
"['--reassociate', '--speculative-execution', '--newgvn', '--jump-threading', '--gvn-hoist', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--instcombine', '--loop-fusion', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--load-store-vectorizer', '--instcombine', '--mem2reg', '--slp-vectorizer', '--loop-reroll', '--instsimplify', '--correlated-propagation', '--sroa', '--gvn-hoist', '--instcombine', '--ipsccp', '--gvn-hoist', '--early-cse', '--instsimplify', '--nary-reassociate', '--instcombine', '--simplifycfg', '--nary-reassociate']",31,5.03976965216959,7.592312717160139,0.0,0.0,1
"['--functionattrs', '--speculative-execution', '--newgvn', '--jump-threading', '--hotcoldsplit', '--gvn-hoist', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--mem2reg', '--early-cse-memssa', '--loop-fusion', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--instcombine', '--mem2reg', '--slp-vectorizer', '--loop-reroll', '--ipsccp', '--correlated-propagation', '--sroa', '--instcombine', '--early-cse', '--instsimplify', '--nary-reassociate', '--instcombine', '--simplifycfg', '--inferattrs', '--gvn']",32,5.03976965216959,7.592312717160139,0.0,0.0,1
"['--newgvn', '--speculative-execution', '--jump-threading', '--jump-threading', '--gvn-hoist', '--correlated-propagation', '--gvn-hoist', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--globaldce', '--early-cse-memssa', '--aggressive-instcombine', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--mem2reg', '--loop-reroll', '--mem2reg', '--slp-vectorizer', '--loop-reroll', '--sroa', '--correlated-propagation', '--sroa', '--instcombine', '--early-cse', '--functionattrs', '--nary-reassociate', '--instcombine', '--simplifycfg', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn-hoist', '--gvn']",35,5.03976965216959,7.592312717160139,0.0,0.0,1
"['--reassociate', '--speculative-execution', '--newgvn', '--jump-threading', '--gvn-hoist', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--sccp', '--loop-fusion', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--load-store-vectorizer', '--reassociate', '--load-store-vectorizer', '--instcombine', '--mem2reg', '--slp-vectorizer', '--loop-reroll', '--ipsccp', '--correlated-propagation', '--sroa', '--lower-constant-intrinsics', '--instcombine', '--ipsccp', '--gvn-hoist', '--early-cse', '--instsimplify', '--instcombine', '--simplifycfg', '--nary-reassociate']",32,5.03976965216959,7.592312717160139,0.0,0.0,1
"['--functionattrs', '--speculative-execution', '--newgvn', '--jump-threading', '--gvn-hoist', '--gvn-hoist', '--elim-avail-extern', '--globalopt', '--globalopt', '--mem2reg', '--early-cse-memssa', '--loop-fusion', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--instcombine', '--slp-vectorizer', '--loop-reroll', '--ipsccp', '--correlated-propagation', '--sroa', '--instcombine', '--instcombine', '--early-cse', '--instsimplify', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn-hoist', '--gvn']",32,5.03976965216959,7.592312717160139,0.0,0.0,1
"['--functionattrs', '--newgvn', '--speculative-execution', '--jump-threading', '--gvn-hoist', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--mem2reg', '--early-cse-memssa', '--loop-fusion', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--instcombine', '--mem2reg', '--correlated-propagation', '--slp-vectorizer', '--loop-reroll', '--slp-vectorizer', '--ipsccp', '--instcombine', '--newgvn', '--aggressive-instcombine', '--simplifycfg', '--gvn-hoist', '--nary-reassociate', '--simplifycfg', '--nary-reassociate']",31,5.03976965216959,7.592312717160139,0.0,0.0,1
"['--functionattrs', '--speculative-execution', '--lower-expect', '--newgvn', '--jump-threading', '--gvn-hoist', '--reassociate', '--globalopt', '--mem2reg', '--loop-fusion', '--prune-eh', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--load-store-vectorizer', '--instcombine', '--mem2reg', '--slp-vectorizer', '--loop-reroll', '--slp-vectorizer', '--loop-reroll', '--ipsccp', '--correlated-propagation', '--correlated-propagation', '--functionattrs', '--nary-reassociate', '--instcombine', '--simplifycfg', '--mem2reg', '--nary-reassociate', '--newgvn', '--tailcallelim']",32,5.03976965216959,7.592312717160139,0.0,0.0,1
"['--functionattrs', '--inline', '--speculative-execution', '--newgvn', '--gvn-hoist', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--early-cse-memssa', '--early-cse-memssa', '--early-cse-memssa', '--elim-avail-extern', '--aggressive-instcombine', '--reassociate', '--load-store-vectorizer', '--slp-vectorizer', '--loop-reroll', '--correlated-propagation', '--loop-guard-widening', '--sroa', '--gvn-hoist', '--instcombine', '--ipsccp', '--gvn-hoist', '--early-cse', '--instsimplify', '--nary-reassociate', '--instcombine', '--simplifycfg', '--nary-reassociate']",30,5.03976965216959,7.592312717160139,0.0,0.0,1
"['--reassociate', '--speculative-execution', '--newgvn', '--jump-threading', '--gvn-hoist', '--gvn-hoist', '--sroa', '--globalopt', '--instcombine', '--loop-fusion', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--load-store-vectorizer', '--instcombine', '--mem2reg', '--slp-vectorizer', '--loop-reroll', '--slp-vectorizer', '--loop-reroll', '--ipsccp', '--correlated-propagation', '--sroa', '--instcombine', '--early-cse', '--instsimplify', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn-hoist', '--gvn']",31,5.03976965216959,7.592312717160139,0.0,0.0,1
"['--functionattrs', '--speculative-execution', '--newgvn', '--jump-threading', '--gvn-hoist', '--gvn-hoist', '--slsr', '--gvn-hoist', '--globalopt', '--mem2reg', '--early-cse-memssa', '--loop-fusion', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--instcombine', '--mem2reg', '--mergereturn', '--slp-vectorizer', '--loop-reroll', '--ipsccp', '--ipsccp', '--correlated-propagation', '--gvn-hoist', '--instcombine', '--early-cse', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn-hoist', '--gvn']",33,5.03976965216959,7.592312717160139,0.0,0.0,1
