sequence_id,sequence,length,cross_avg_weighted_score,cross_std_weighted_score,cross_avg_reduction,cross_std_reduction,successful_datasets,cluster_43_score,cluster_43_avg_red,cluster_43_med_red,cluster_43_min_red,cluster_43_std_red,cluster_43_neg_rate,cluster_43_runs
1374,"['--functionattrs', '--speculative-execution', '--loop-predication', '--jump-threading', '--gvn-hoist', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--globalopt', '--early-cse-memssa', '--load-store-vectorizer', '--aggressive-instcombine', '--slp-vectorizer', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--instcombine', '--mem2reg', '--slp-vectorizer', '--loop-reroll', '--instsimplify', '--correlated-propagation', '--sroa', '--instcombine', '--loop-unroll-and-jam', '--early-cse', '--ipsccp', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn-hoist', '--gvn']",32,5.03976965216959,0.0,7.592312717160139,0.0,1,5.03976965216959,7.592312717160139,5.329526289183253,1.8120045300113252,6.544648857005137,0.0,4
1011,"['--functionattrs', '--speculative-execution', '--newgvn', '--jump-threading', '--gvn-hoist', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--early-cse-memssa', '--loop-fusion', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--instcombine', '--mem2reg', '--slp-vectorizer', '--loop-reroll', '--instsimplify', '--correlated-propagation', '--sroa', '--instcombine', '--early-cse', '--ipsccp', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn']",29,5.03976965216959,0.0,7.592312717160139,0.0,1,5.03976965216959,7.592312717160139,5.329526289183253,1.8120045300113252,6.544648857005137,0.0,4
1664,"['--functionattrs', '--speculative-execution', '--lower-expect', '--newgvn', '--jump-threading', '--gvn-hoist', '--reassociate', '--globalopt', '--mem2reg', '--loop-fusion', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--early-cse-memssa', '--load-store-vectorizer', '--instcombine', '--globaldce', '--instcombine', '--mem2reg', '--correlated-propagation', '--slp-vectorizer', '--slp-vectorizer', '--loop-reroll', '--ipsccp', '--irce', '--correlated-propagation', '--mldst-motion', '--instcombine', '--early-cse', '--instsimplify', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn-hoist']",34,5.03976965216959,0.0,7.592312717160139,0.0,1,5.03976965216959,7.592312717160139,5.329526289183253,1.8120045300113252,6.544648857005137,0.0,4
1018,"['--functionattrs', '--speculative-execution', '--newgvn', '--jump-threading', '--gvn-hoist', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--mem2reg', '--early-cse-memssa', '--loop-fusion', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--instcombine', '--slp-vectorizer', '--loop-reroll', '--ipsccp', '--correlated-propagation', '--sroa', '--instcombine', '--early-cse', '--instsimplify', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn-hoist', '--gvn', '--mldst-motion']",31,5.03976965216959,0.0,7.592312717160139,0.0,1,5.03976965216959,7.592312717160139,5.329526289183253,1.8120045300113252,6.544648857005137,0.0,4
1665,"['--newgvn', '--speculative-execution', '--jump-threading', '--jump-threading', '--gvn-hoist', '--correlated-propagation', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--globaldce', '--early-cse-memssa', '--aggressive-instcombine', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--mem2reg', '--loop-reroll', '--mem2reg', '--slp-vectorizer', '--loop-reroll', '--sroa', '--correlated-propagation', '--instcombine', '--early-cse', '--instsimplify', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn-hoist', '--gvn']",30,5.03976965216959,0.0,7.592312717160139,0.0,1,5.03976965216959,7.592312717160139,5.329526289183253,1.8120045300113252,6.544648857005137,0.0,4
1666,"['--functionattrs', '--speculative-execution', '--loop-predication', '--globaldce', '--jump-threading', '--gvn-hoist', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--mem2reg', '--loop-fusion', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--instcombine', '--slp-vectorizer', '--loop-reroll', '--ipsccp', '--correlated-propagation', '--sroa', '--instcombine', '--early-cse', '--instsimplify', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn-hoist', '--gvn']",30,5.03976965216959,0.0,7.592312717160139,0.0,1,5.03976965216959,7.592312717160139,5.329526289183253,1.8120045300113252,6.544648857005137,0.0,4
1015,"['--functionattrs', '--speculative-execution', '--newgvn', '--jump-threading', '--gvn-hoist', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--mem2reg', '--early-cse-memssa', '--early-cse-memssa', '--aggressive-instcombine', '--elim-avail-extern', '--loop-fusion', '--reassociate', '--load-store-vectorizer', '--slp-vectorizer', '--loop-reroll', '--ipsccp', '--correlated-propagation', '--sroa', '--instcombine', '--early-cse', '--instsimplify', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn-hoist', '--gvn']",29,5.03976965216959,0.0,7.592312717160139,0.0,1,5.03976965216959,7.592312717160139,5.329526289183253,1.8120045300113252,6.544648857005137,0.0,4
1013,"['--functionattrs', '--elim-avail-extern', '--speculative-execution', '--newgvn', '--jump-threading', '--gvn-hoist', '--die', '--gvn-hoist', '--gvn-hoist', '--globalopt', '--mem2reg', '--early-cse-memssa', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--instcombine', '--slp-vectorizer', '--loop-reroll', '--instsimplify', '--correlated-propagation', '--sroa', '--instcombine', '--early-cse', '--ipsccp', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn-hoist', '--gvn']",31,5.03976965216959,0.0,7.592312717160139,0.0,1,5.03976965216959,7.592312717160139,5.329526289183253,1.8120045300113252,6.544648857005137,0.0,4
1012,"['--functionattrs', '--speculative-execution', '--newgvn', '--jump-threading', '--gvn-hoist', '--die', '--gvn-hoist', '--globalopt', '--mem2reg', '--early-cse-memssa', '--early-cse-memssa', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--instcombine', '--slp-vectorizer', '--loop-reroll', '--ipsccp', '--correlated-propagation', '--sroa', '--instcombine', '--early-cse', '--instsimplify', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn']",29,5.03976965216959,0.0,7.592312717160139,0.0,1,5.03976965216959,7.592312717160139,5.329526289183253,1.8120045300113252,6.544648857005137,0.0,4
1010,"['--functionattrs', '--speculative-execution', '--newgvn', '--jump-threading', '--gvn-hoist', '--gvn-hoist', '--strip', '--globalopt', '--mem2reg', '--early-cse-memssa', '--loop-fusion', '--aggressive-instcombine', '--elim-avail-extern', '--early-cse-memssa', '--reassociate', '--load-store-vectorizer', '--lower-expect', '--slp-vectorizer', '--loop-reroll', '--ipsccp', '--correlated-propagation', '--sroa', '--instcombine', '--early-cse', '--instsimplify', '--nary-reassociate', '--instcombine', '--simplifycfg', '--gvn-hoist', '--gvn']",30,5.03976965216959,0.0,7.592312717160139,0.0,1,5.03976965216959,7.592312717160139,5.329526289183253,1.8120045300113252,6.544648857005137,0.0,4
